ManufacturerName,CountryName,Date,TotalVaccinations
Johnson&Johnson,Switzerland,2021-11-20,34539
Moderna,Switzerland,2021-11-20,7475527
Pfizer/BioNTech,Switzerland,2021-11-20,4028350
Johnson&Johnson,Switzerland,2021-11-21,34588
Moderna,Switzerland,2021-11-21,7476776
Pfizer/BioNTech,Switzerland,2021-11-21,4030964
Johnson&Johnson,Switzerland,2021-11-22,35132
Moderna,Switzerland,2021-11-22,7499216
Pfizer/BioNTech,Switzerland,2021-11-22,4051966
Johnson&Johnson,Switzerland,2021-11-23,35656
Moderna,Switzerland,2021-11-23,7525254
Pfizer/BioNTech,Switzerland,2021-11-23,4076602
Johnson&Johnson,Switzerland,2021-11-24,36360
Moderna,Switzerland,2021-11-24,7553224
Pfizer/BioNTech,Switzerland,2021-11-24,4105516
Johnson&Johnson,Switzerland,2021-11-25,36961
Moderna,Switzerland,2021-11-25,7582271
Pfizer/BioNTech,Switzerland,2021-11-25,4130979
Johnson&Johnson,Switzerland,2021-11-26,37675
Moderna,Switzerland,2021-11-26,7611706
Pfizer/BioNTech,Switzerland,2021-11-26,4157572
Johnson&Johnson,Switzerland,2021-11-27,38072
Moderna,Switzerland,2021-11-27,7622384
Pfizer/BioNTech,Switzerland,2021-11-27,4169504
Johnson&Johnson,Switzerland,2021-11-28,38121
Moderna,Switzerland,2021-11-28,7624414
Pfizer/BioNTech,Switzerland,2021-11-28,4172151
Johnson&Johnson,Switzerland,2021-11-29,38699
Moderna,Switzerland,2021-11-29,7650935
Pfizer/BioNTech,Switzerland,2021-11-29,4199299
Johnson&Johnson,Switzerland,2021-11-30,39389
Moderna,Switzerland,2021-11-30,7681666
Pfizer/BioNTech,Switzerland,2021-11-30,4228054
Johnson&Johnson,Switzerland,2021-12-01,40093
Moderna,Switzerland,2021-12-01,7715918
Pfizer/BioNTech,Switzerland,2021-12-01,4264392
Johnson&Johnson,Switzerland,2021-12-02,40708
Moderna,Switzerland,2021-12-02,7754087
Pfizer/BioNTech,Switzerland,2021-12-02,4292621
Johnson&Johnson,Switzerland,2021-12-03,41455
Moderna,Switzerland,2021-12-03,7793191
Pfizer/BioNTech,Switzerland,2021-12-03,4324328
Johnson&Johnson,Switzerland,2021-12-04,42121
Moderna,Switzerland,2021-12-04,7810687
Pfizer/BioNTech,Switzerland,2021-12-04,4341279
Johnson&Johnson,Switzerland,2021-12-05,42244
Moderna,Switzerland,2021-12-05,7814133
Pfizer/BioNTech,Switzerland,2021-12-05,4347112
Johnson&Johnson,Switzerland,2021-12-06,42900
Moderna,Switzerland,2021-12-06,7846054
Pfizer/BioNTech,Switzerland,2021-12-06,4379113
Johnson&Johnson,Switzerland,2021-12-07,43541
Moderna,Switzerland,2021-12-07,7885793
Pfizer/BioNTech,Switzerland,2021-12-07,4419038
Johnson&Johnson,Switzerland,2021-12-08,44405
Moderna,Switzerland,2021-12-08,7923561
Pfizer/BioNTech,Switzerland,2021-12-08,4453360
Johnson&Johnson,Switzerland,2021-12-09,45171
Moderna,Switzerland,2021-12-09,7971501
Pfizer/BioNTech,Switzerland,2021-12-09,4490497
Johnson&Johnson,Switzerland,2021-12-10,45886
Moderna,Switzerland,2021-12-10,8019082
Pfizer/BioNTech,Switzerland,2021-12-10,4528538
Johnson&Johnson,Switzerland,2021-12-11,46393
Moderna,Switzerland,2021-12-11,8043517
Pfizer/BioNTech,Switzerland,2021-12-11,4551477
Johnson&Johnson,Switzerland,2021-12-12,46559
Moderna,Switzerland,2021-12-12,8051660
Pfizer/BioNTech,Switzerland,2021-12-12,4558998
Johnson&Johnson,Switzerland,2021-12-13,47229
Moderna,Switzerland,2021-12-13,8092079
Pfizer/BioNTech,Switzerland,2021-12-13,4593649
Johnson&Johnson,Switzerland,2021-12-14,47733
Moderna,Switzerland,2021-12-14,8139515
Pfizer/BioNTech,Switzerland,2021-12-14,4631088
Johnson&Johnson,Switzerland,2021-12-15,48422
Moderna,Switzerland,2021-12-15,8186548
Pfizer/BioNTech,Switzerland,2021-12-15,4669734
Johnson&Johnson,Switzerland,2021-12-16,49044
Moderna,Switzerland,2021-12-16,8239718
Pfizer/BioNTech,Switzerland,2021-12-16,4705302
Johnson&Johnson,Switzerland,2021-12-17,49759
Moderna,Switzerland,2021-12-17,8292514
Pfizer/BioNTech,Switzerland,2021-12-17,4739212
Johnson&Johnson,Switzerland,2021-12-18,50216
Moderna,Switzerland,2021-12-18,8322237
Pfizer/BioNTech,Switzerland,2021-12-18,4761128
Johnson&Johnson,Switzerland,2021-12-19,50334
Moderna,Switzerland,2021-12-19,8336073
Pfizer/BioNTech,Switzerland,2021-12-19,4770752
Johnson&Johnson,Switzerland,2021-12-20,50855
Moderna,Switzerland,2021-12-20,8385530
Pfizer/BioNTech,Switzerland,2021-12-20,4804205
Johnson&Johnson,Switzerland,2021-12-21,51377
Moderna,Switzerland,2021-12-21,8442062
Pfizer/BioNTech,Switzerland,2021-12-21,4841432
Johnson&Johnson,Switzerland,2021-12-22,51974
Moderna,Switzerland,2021-12-22,8495802
Pfizer/BioNTech,Switzerland,2021-12-22,4879644
Johnson&Johnson,Switzerland,2021-12-23,52332
Moderna,Switzerland,2021-12-23,8541568
Pfizer/BioNTech,Switzerland,2021-12-23,4912299
Johnson&Johnson,Switzerland,2021-12-24,52462
Moderna,Switzerland,2021-12-24,8552798
Pfizer/BioNTech,Switzerland,2021-12-24,4919769
Moderna,Switzerland,2021-12-25,8553402
Pfizer/BioNTech,Switzerland,2021-12-25,4919990
Johnson&Johnson,Switzerland,2021-12-26,52463
Moderna,Switzerland,2021-12-26,8556312
Pfizer/BioNTech,Switzerland,2021-12-26,4920133
Johnson&Johnson,Switzerland,2021-12-27,52794
Moderna,Switzerland,2021-12-27,8599416
Pfizer/BioNTech,Switzerland,2021-12-27,4945904
Johnson&Johnson,Switzerland,2021-12-28,53119
Moderna,Switzerland,2021-12-28,8645607
Pfizer/BioNTech,Switzerland,2021-12-28,4973884
Johnson&Johnson,Switzerland,2021-12-29,53498
Moderna,Switzerland,2021-12-29,8690100
Pfizer/BioNTech,Switzerland,2021-12-29,5005351
Johnson&Johnson,Switzerland,2021-12-30,53781
Moderna,Switzerland,2021-12-30,8731036
Pfizer/BioNTech,Switzerland,2021-12-30,5030011
Johnson&Johnson,Switzerland,2021-12-31,53864
Moderna,Switzerland,2021-12-31,8743260
Pfizer/BioNTech,Switzerland,2021-12-31,5036354
Moderna,Switzerland,2022-01-01,8744171
Pfizer/BioNTech,Switzerland,2022-01-01,5036755
Moderna,Switzerland,2022-01-02,8748553
Pfizer/BioNTech,Switzerland,2022-01-02,5038104
Johnson&Johnson,Switzerland,2022-01-03,54174
Moderna,Switzerland,2022-01-03,8794769
Pfizer/BioNTech,Switzerland,2022-01-03,5064552
Johnson&Johnson,Switzerland,2022-01-04,54466
Moderna,Switzerland,2022-01-04,8847477
Pfizer/BioNTech,Switzerland,2022-01-04,5097871
Johnson&Johnson,Switzerland,2022-01-05,54820
Moderna,Switzerland,2022-01-05,8899170
Pfizer/BioNTech,Switzerland,2022-01-05,5132088
Johnson&Johnson,Switzerland,2022-01-06,55174
Moderna,Switzerland,2022-01-06,8954662
Pfizer/BioNTech,Switzerland,2022-01-06,5163028
Johnson&Johnson,Switzerland,2022-01-07,55518
Moderna,Switzerland,2022-01-07,9012259
Pfizer/BioNTech,Switzerland,2022-01-07,5194108
Johnson&Johnson,Switzerland,2022-01-08,55679
Moderna,Switzerland,2022-01-08,9042276
Pfizer/BioNTech,Switzerland,2022-01-08,5214342
Johnson&Johnson,Switzerland,2022-01-09,55710
Moderna,Switzerland,2022-01-09,9054687
Pfizer/BioNTech,Switzerland,2022-01-09,5225274
Johnson&Johnson,Switzerland,2022-01-10,55906
Moderna,Switzerland,2022-01-10,9099331
Pfizer/BioNTech,Switzerland,2022-01-10,5252137
Johnson&Johnson,Switzerland,2022-01-11,56060
Moderna,Switzerland,2022-01-11,9148861
Pfizer/BioNTech,Switzerland,2022-01-11,5282245
Johnson&Johnson,Switzerland,2022-01-12,56340
Moderna,Switzerland,2022-01-12,9193014
Pfizer/BioNTech,Switzerland,2022-01-12,5313342
Johnson&Johnson,Switzerland,2022-01-13,56534
Moderna,Switzerland,2022-01-13,9241268
Pfizer/BioNTech,Switzerland,2022-01-13,5341587
Johnson&Johnson,Switzerland,2022-01-14,56801
Moderna,Switzerland,2022-01-14,9291629
Pfizer/BioNTech,Switzerland,2022-01-14,5369908
Johnson&Johnson,Switzerland,2022-01-15,56958
Moderna,Switzerland,2022-01-15,9313305
Pfizer/BioNTech,Switzerland,2022-01-15,5390581
Johnson&Johnson,Switzerland,2022-01-16,56982
Moderna,Switzerland,2022-01-16,9319163
Pfizer/BioNTech,Switzerland,2022-01-16,5397638
Johnson&Johnson,Switzerland,2022-01-17,57133
Moderna,Switzerland,2022-01-17,9352398
Pfizer/BioNTech,Switzerland,2022-01-17,5420079
Johnson&Johnson,Switzerland,2022-01-18,57249
Moderna,Switzerland,2022-01-18,9388471
Pfizer/BioNTech,Switzerland,2022-01-18,5444516
Johnson&Johnson,Switzerland,2022-01-19,57390
Moderna,Switzerland,2022-01-19,9419528
Pfizer/BioNTech,Switzerland,2022-01-19,5468554
Johnson&Johnson,Switzerland,2022-01-20,57540
Moderna,Switzerland,2022-01-20,9452059
Pfizer/BioNTech,Switzerland,2022-01-20,5488774
Johnson&Johnson,Switzerland,2022-01-21,57744
Moderna,Switzerland,2022-01-21,9485450
Pfizer/BioNTech,Switzerland,2022-01-21,5509926
Johnson&Johnson,Switzerland,2022-01-22,57833
Moderna,Switzerland,2022-01-22,9500905
Pfizer/BioNTech,Switzerland,2022-01-22,5523217
Johnson&Johnson,Switzerland,2022-01-23,57837
Moderna,Switzerland,2022-01-23,9502916
Pfizer/BioNTech,Switzerland,2022-01-23,5527207
Johnson&Johnson,Switzerland,2022-01-24,57920
Moderna,Switzerland,2022-01-24,9523675
Pfizer/BioNTech,Switzerland,2022-01-24,5542578
Johnson&Johnson,Switzerland,2022-01-25,57999
Moderna,Switzerland,2022-01-25,9544332
Pfizer/BioNTech,Switzerland,2022-01-25,5558133
Johnson&Johnson,Switzerland,2022-01-26,58074
Moderna,Switzerland,2022-01-26,9561447
Pfizer/BioNTech,Switzerland,2022-01-26,5574827
Johnson&Johnson,Switzerland,2022-01-27,58183
Moderna,Switzerland,2022-01-27,9578865
Pfizer/BioNTech,Switzerland,2022-01-27,5588559
Johnson&Johnson,Switzerland,2022-01-28,58311
Moderna,Switzerland,2022-01-28,9599769
Pfizer/BioNTech,Switzerland,2022-01-28,5604344
Johnson&Johnson,Switzerland,2022-01-29,58376
Moderna,Switzerland,2022-01-29,9607417
Pfizer/BioNTech,Switzerland,2022-01-29,5614100
Johnson&Johnson,Switzerland,2022-01-30,58379
Moderna,Switzerland,2022-01-30,9608269
Pfizer/BioNTech,Switzerland,2022-01-30,5615717
Johnson&Johnson,Switzerland,2022-01-31,58463
Moderna,Switzerland,2022-01-31,9618758
Pfizer/BioNTech,Switzerland,2022-01-31,5626827
Johnson&Johnson,Switzerland,2022-02-01,58538
Moderna,Switzerland,2022-02-01,9628482
Pfizer/BioNTech,Switzerland,2022-02-01,5636073
Johnson&Johnson,Switzerland,2022-02-02,58633
Moderna,Switzerland,2022-02-02,9636883
Pfizer/BioNTech,Switzerland,2022-02-02,5647726
Johnson&Johnson,Switzerland,2022-02-03,58716
Moderna,Switzerland,2022-02-03,9645636
Pfizer/BioNTech,Switzerland,2022-02-03,5656298
Johnson&Johnson,Switzerland,2022-02-04,58825
Moderna,Switzerland,2022-02-04,9657158
Pfizer/BioNTech,Switzerland,2022-02-04,5666369
Johnson&Johnson,Switzerland,2022-02-05,58853
Moderna,Switzerland,2022-02-05,9661730
Pfizer/BioNTech,Switzerland,2022-02-05,5674175
Johnson&Johnson,Switzerland,2022-02-06,58856
Moderna,Switzerland,2022-02-06,9662068
Pfizer/BioNTech,Switzerland,2022-02-06,5675899
Johnson&Johnson,Switzerland,2022-02-07,58919
Moderna,Switzerland,2022-02-07,9667858
Pfizer/BioNTech,Switzerland,2022-02-07,5682754
Johnson&Johnson,Switzerland,2022-02-08,58979
Moderna,Switzerland,2022-02-08,9674198
Pfizer/BioNTech,Switzerland,2022-02-08,5688546
Johnson&Johnson,Switzerland,2022-02-09,59045
Moderna,Switzerland,2022-02-09,9679833
Pfizer/BioNTech,Switzerland,2022-02-09,5697610
Johnson&Johnson,Switzerland,2022-02-10,59090
Moderna,Switzerland,2022-02-10,9685372
Pfizer/BioNTech,Switzerland,2022-02-10,5703581
Johnson&Johnson,Switzerland,2022-02-11,59155
Moderna,Switzerland,2022-02-11,9692574
Pfizer/BioNTech,Switzerland,2022-02-11,5710391
Johnson&Johnson,Switzerland,2022-02-12,59168
Moderna,Switzerland,2022-02-12,9695439
Pfizer/BioNTech,Switzerland,2022-02-12,5716932
Johnson&Johnson,Switzerland,2022-02-13,59171
Moderna,Switzerland,2022-02-13,9695588
Pfizer/BioNTech,Switzerland,2022-02-13,5718845
Johnson&Johnson,Switzerland,2022-02-14,59212
Moderna,Switzerland,2022-02-14,9699333
Pfizer/BioNTech,Switzerland,2022-02-14,5723423
Johnson&Johnson,Switzerland,2022-02-15,59247
Moderna,Switzerland,2022-02-15,9703205
Pfizer/BioNTech,Switzerland,2022-02-15,5727315
Johnson&Johnson,Switzerland,2022-02-16,59295
Moderna,Switzerland,2022-02-16,9706750
Pfizer/BioNTech,Switzerland,2022-02-16,5733302
Johnson&Johnson,Switzerland,2022-02-17,59321
Moderna,Switzerland,2022-02-17,9709948
Pfizer/BioNTech,Switzerland,2022-02-17,5737258
Johnson&Johnson,Switzerland,2022-02-18,59380
Moderna,Switzerland,2022-02-18,9714393
Pfizer/BioNTech,Switzerland,2022-02-18,5741341
Johnson&Johnson,Switzerland,2022-02-19,59390
Moderna,Switzerland,2022-02-19,9716170
Pfizer/BioNTech,Switzerland,2022-02-19,5745651
Moderna,Switzerland,2022-02-20,9716234
Pfizer/BioNTech,Switzerland,2022-02-20,5746761
Johnson&Johnson,Switzerland,2022-02-21,59407
Moderna,Switzerland,2022-02-21,9718518
Pfizer/BioNTech,Switzerland,2022-02-21,5749703
Johnson&Johnson,Switzerland,2022-02-22,59442
Moderna,Switzerland,2022-02-22,9720673
Pfizer/BioNTech,Switzerland,2022-02-22,5751920
Johnson&Johnson,Switzerland,2022-02-23,59459
Moderna,Switzerland,2022-02-23,9723023
Pfizer/BioNTech,Switzerland,2022-02-23,5755948
Johnson&Johnson,Switzerland,2022-02-24,59509
Moderna,Switzerland,2022-02-24,9724947
Pfizer/BioNTech,Switzerland,2022-02-24,5758336
Johnson&Johnson,Switzerland,2022-02-25,59551
Moderna,Switzerland,2022-02-25,9727931
Pfizer/BioNTech,Switzerland,2022-02-25,5761298
Johnson&Johnson,Switzerland,2022-02-26,59569
Moderna,Switzerland,2022-02-26,9729060
Pfizer/BioNTech,Switzerland,2022-02-26,5763894
Moderna,Switzerland,2022-02-27,9729138
Pfizer/BioNTech,Switzerland,2022-02-27,5764051
Johnson&Johnson,Switzerland,2022-02-28,59597
Moderna,Switzerland,2022-02-28,9730802
Pfizer/BioNTech,Switzerland,2022-02-28,5766268
Johnson&Johnson,Switzerland,2022-03-01,59608
Moderna,Switzerland,2022-03-01,9732094
Pfizer/BioNTech,Switzerland,2022-03-01,5767474
Johnson&Johnson,Switzerland,2022-03-02,59636
Moderna,Switzerland,2022-03-02,9733625
Pfizer/BioNTech,Switzerland,2022-03-02,5770551
Johnson&Johnson,Switzerland,2022-03-03,59651
Moderna,Switzerland,2022-03-03,9734622
Pfizer/BioNTech,Switzerland,2022-03-03,5771706
Johnson&Johnson,Switzerland,2022-03-04,59690
Moderna,Switzerland,2022-03-04,9736464
Pfizer/BioNTech,Switzerland,2022-03-04,5773666
Johnson&Johnson,Switzerland,2022-03-05,59706
Moderna,Switzerland,2022-03-05,9737192
Pfizer/BioNTech,Switzerland,2022-03-05,5774965
Moderna,Switzerland,2022-03-06,9737201
Pfizer/BioNTech,Switzerland,2022-03-06,5775126
Johnson&Johnson,Switzerland,2022-03-07,59741
Moderna,Switzerland,2022-03-07,9738268
Pfizer/BioNTech,Switzerland,2022-03-07,5776267
Johnson&Johnson,Switzerland,2022-03-08,59764
Moderna,Switzerland,2022-03-08,9739360
Pfizer/BioNTech,Switzerland,2022-03-08,5777108
Johnson&Johnson,Switzerland,2022-03-09,59799
Moderna,Switzerland,2022-03-09,9740769
Pfizer/BioNTech,Switzerland,2022-03-09,5779896
Johnson&Johnson,Switzerland,2022-03-10,59811
Moderna,Switzerland,2022-03-10,9741686
Pfizer/BioNTech,Switzerland,2022-03-10,5780762
Johnson&Johnson,Switzerland,2022-03-11,59831
Moderna,Switzerland,2022-03-11,9743693
Pfizer/BioNTech,Switzerland,2022-03-11,5782759
Johnson&Johnson,Switzerland,2022-03-12,59844
Moderna,Switzerland,2022-03-12,9744515
Pfizer/BioNTech,Switzerland,2022-03-12,5784080
Moderna,Switzerland,2022-03-13,9744518
Pfizer/BioNTech,Switzerland,2022-03-13,5784083
Johnson&Johnson,Switzerland,2022-03-14,59868
Moderna,Switzerland,2022-03-14,9745620
Pfizer/BioNTech,Switzerland,2022-03-14,5785239
Johnson&Johnson,Switzerland,2022-03-15,59886
Moderna,Switzerland,2022-03-15,9746550
Pfizer/BioNTech,Switzerland,2022-03-15,5785965
Johnson&Johnson,Switzerland,2022-03-16,59919
Moderna,Switzerland,2022-03-16,9748168
Pfizer/BioNTech,Switzerland,2022-03-16,5788393
Johnson&Johnson,Switzerland,2022-03-17,59933
Moderna,Switzerland,2022-03-17,9748963
Pfizer/BioNTech,Switzerland,2022-03-17,5789074
Johnson&Johnson,Switzerland,2022-03-18,59971
Moderna,Switzerland,2022-03-18,9751055
Pfizer/BioNTech,Switzerland,2022-03-18,5790896
Johnson&Johnson,Switzerland,2022-03-19,59977
Moderna,Switzerland,2022-03-19,9751799
Pfizer/BioNTech,Switzerland,2022-03-19,5791989
Johnson&Johnson,Switzerland,2022-03-21,59994
Moderna,Switzerland,2022-03-21,9752900
Pfizer/BioNTech,Switzerland,2022-03-21,5793084
Johnson&Johnson,Switzerland,2022-03-22,60003
Moderna,Switzerland,2022-03-22,9753901
Pfizer/BioNTech,Switzerland,2022-03-22,5793765
Johnson&Johnson,Switzerland,2022-03-23,60036
Moderna,Switzerland,2022-03-23,9755680
Pfizer/BioNTech,Switzerland,2022-03-23,5795998
Johnson&Johnson,Switzerland,2022-03-24,60052
Moderna,Switzerland,2022-03-24,9756549
Pfizer/BioNTech,Switzerland,2022-03-24,5796823
Johnson&Johnson,Switzerland,2022-03-25,60091
Moderna,Switzerland,2022-03-25,9758830
Pfizer/BioNTech,Switzerland,2022-03-25,5798733
Johnson&Johnson,Switzerland,2022-03-26,60097
Moderna,Switzerland,2022-03-26,9759638
Pfizer/BioNTech,Switzerland,2022-03-26,5799879
Pfizer/BioNTech,Switzerland,2022-03-27,5799885
Johnson&Johnson,Switzerland,2022-03-28,60123
Moderna,Switzerland,2022-03-28,9760775
Pfizer/BioNTech,Switzerland,2022-03-28,5800969
Johnson&Johnson,Switzerland,2022-03-29,60148
Moderna,Switzerland,2022-03-29,9761870
Pfizer/BioNTech,Switzerland,2022-03-29,5801866
Johnson&Johnson,Switzerland,2022-03-30,60174
Moderna,Switzerland,2022-03-30,9763860
Pfizer/BioNTech,Switzerland,2022-03-30,5804346
Johnson&Johnson,Switzerland,2022-03-31,60186
Moderna,Switzerland,2022-03-31,9764810
Pfizer/BioNTech,Switzerland,2022-03-31,5805443
Johnson&Johnson,Switzerland,2022-04-01,60212
Moderna,Switzerland,2022-04-01,9766329
Pfizer/BioNTech,Switzerland,2022-04-01,5806821
Johnson&Johnson,Switzerland,2022-04-02,60218
Moderna,Switzerland,2022-04-02,9766922
Pfizer/BioNTech,Switzerland,2022-04-02,5807804
Johnson&Johnson,Switzerland,2022-04-04,60238
Moderna,Switzerland,2022-04-04,9767983
Pfizer/BioNTech,Switzerland,2022-04-04,5808797
Johnson&Johnson,Switzerland,2022-04-05,60257
Moderna,Switzerland,2022-04-05,9768944
Pfizer/BioNTech,Switzerland,2022-04-05,5809485
Johnson&Johnson,Switzerland,2022-04-06,60268
Moderna,Switzerland,2022-04-06,9770267
Pfizer/BioNTech,Switzerland,2022-04-06,5811168
Johnson&Johnson,Switzerland,2022-04-07,60284
Moderna,Switzerland,2022-04-07,9771032
Pfizer/BioNTech,Switzerland,2022-04-07,5811856
Johnson&Johnson,Switzerland,2022-04-08,60309
Moderna,Switzerland,2022-04-08,9772430
Pfizer/BioNTech,Switzerland,2022-04-08,5813208
Johnson&Johnson,Switzerland,2022-04-09,60322
Moderna,Switzerland,2022-04-09,9773039
Pfizer/BioNTech,Switzerland,2022-04-09,5814202
Pfizer/BioNTech,Switzerland,2022-04-10,5814203
Johnson&Johnson,Switzerland,2022-04-11,60335
Moderna,Switzerland,2022-04-11,9773992
Pfizer/BioNTech,Switzerland,2022-04-11,5815127
Johnson&Johnson,Switzerland,2022-04-12,60355
Moderna,Switzerland,2022-04-12,9774890
Pfizer/BioNTech,Switzerland,2022-04-12,5815956
Johnson&Johnson,Switzerland,2022-04-13,60384
Moderna,Switzerland,2022-04-13,9776020
Pfizer/BioNTech,Switzerland,2022-04-13,5817484
Johnson&Johnson,Switzerland,2022-04-14,60390
Moderna,Switzerland,2022-04-14,9776752
Pfizer/BioNTech,Switzerland,2022-04-14,5818243
Moderna,Switzerland,2022-04-15,9776945
Pfizer/BioNTech,Switzerland,2022-04-15,5818337
Johnson&Johnson,Switzerland,2022-04-16,60397
Moderna,Switzerland,2022-04-16,9777089
Pfizer/BioNTech,Switzerland,2022-04-16,5818701
Moderna,Switzerland,2022-04-17,9777091
Moderna,Switzerland,2022-04-18,9777138
Pfizer/BioNTech,Switzerland,2022-04-18,5818714
Johnson&Johnson,Switzerland,2022-04-19,60420
Moderna,Switzerland,2022-04-19,9777755
Pfizer/BioNTech,Switzerland,2022-04-19,5819405
Johnson&Johnson,Switzerland,2022-04-20,60453
Moderna,Switzerland,2022-04-20,9778649
Pfizer/BioNTech,Switzerland,2022-04-20,5820718
Johnson&Johnson,Switzerland,2022-04-21,60466
Moderna,Switzerland,2022-04-21,9779237
Pfizer/BioNTech,Switzerland,2022-04-21,5821252
Johnson&Johnson,Switzerland,2022-04-22,60487
Moderna,Switzerland,2022-04-22,9780338
Pfizer/BioNTech,Switzerland,2022-04-22,5822452
Johnson&Johnson,Switzerland,2022-04-23,60490
Moderna,Switzerland,2022-04-23,9780799
Pfizer/BioNTech,Switzerland,2022-04-23,5823186
Moderna,Switzerland,2022-04-24,9780816
Johnson&Johnson,Switzerland,2022-04-25,60512
Moderna,Switzerland,2022-04-25,9781534
Pfizer/BioNTech,Switzerland,2022-04-25,5824090
Johnson&Johnson,Switzerland,2022-04-26,60546
Moderna,Switzerland,2022-04-26,9782225
Pfizer/BioNTech,Switzerland,2022-04-26,5824680
Johnson&Johnson,Switzerland,2022-04-27,60572
Moderna,Switzerland,2022-04-27,9783248
Pfizer/BioNTech,Switzerland,2022-04-27,5826024
Johnson&Johnson,Switzerland,2022-04-28,60583
Moderna,Switzerland,2022-04-28,9783743
Pfizer/BioNTech,Switzerland,2022-04-28,5826492
Johnson&Johnson,Switzerland,2022-04-29,60604
Moderna,Switzerland,2022-04-29,9784914
Pfizer/BioNTech,Switzerland,2022-04-29,5827696
Johnson&Johnson,Switzerland,2022-04-30,60609
Moderna,Switzerland,2022-04-30,9785293
Pfizer/BioNTech,Switzerland,2022-04-30,5828255
Moderna,Switzerland,2022-05-01,9785308
Pfizer/BioNTech,Switzerland,2022-05-01,5828256
Johnson&Johnson,Switzerland,2022-05-02,60618
Moderna,Switzerland,2022-05-02,9785854
Pfizer/BioNTech,Switzerland,2022-05-02,5828858
Johnson&Johnson,Switzerland,2022-05-03,60626
Moderna,Switzerland,2022-05-03,9786456
Pfizer/BioNTech,Switzerland,2022-05-03,5829396
Johnson&Johnson,Switzerland,2022-05-04,60651
Moderna,Switzerland,2022-05-04,9787464
Pfizer/BioNTech,Switzerland,2022-05-04,5830737
Johnson&Johnson,Switzerland,2022-05-05,60668
Moderna,Switzerland,2022-05-05,9788061
Pfizer/BioNTech,Switzerland,2022-05-05,5831240
Johnson&Johnson,Switzerland,2022-05-06,60684
Moderna,Switzerland,2022-05-06,9788981
Pfizer/BioNTech,Switzerland,2022-05-06,5832194
Johnson&Johnson,Switzerland,2022-05-07,60686
Moderna,Switzerland,2022-05-07,9789319
Pfizer/BioNTech,Switzerland,2022-05-07,5832597
Moderna,Switzerland,2022-05-08,9789329
Johnson&Johnson,Switzerland,2022-05-09,60700
Moderna,Switzerland,2022-05-09,9789944
Pfizer/BioNTech,Switzerland,2022-05-09,5833208
Johnson&Johnson,Switzerland,2022-05-10,60705
Moderna,Switzerland,2022-05-10,9790615
Pfizer/BioNTech,Switzerland,2022-05-10,5833799
Johnson&Johnson,Switzerland,2022-05-11,60731
Moderna,Switzerland,2022-05-11,9791559
Pfizer/BioNTech,Switzerland,2022-05-11,5835291
Johnson&Johnson,Switzerland,2022-05-12,60739
Moderna,Switzerland,2022-05-12,9792091
Pfizer/BioNTech,Switzerland,2022-05-12,5835847
Johnson&Johnson,Switzerland,2022-05-13,60753
Moderna,Switzerland,2022-05-13,9793109
Pfizer/BioNTech,Switzerland,2022-05-13,5836909
Johnson&Johnson,Switzerland,2022-05-14,60762
Moderna,Switzerland,2022-05-14,9793437
Pfizer/BioNTech,Switzerland,2022-05-14,5837555
Moderna,Switzerland,2022-05-15,9793440
Pfizer/BioNTech,Switzerland,2022-05-15,5837558
Johnson&Johnson,Switzerland,2022-05-16,60772
Moderna,Switzerland,2022-05-16,9793974
Pfizer/BioNTech,Switzerland,2022-05-16,5838266
Johnson&Johnson,Switzerland,2022-05-17,60775
Moderna,Switzerland,2022-05-17,9794501
Pfizer/BioNTech,Switzerland,2022-05-17,5838874
Johnson&Johnson,Switzerland,2022-05-18,60805
Moderna,Switzerland,2022-05-18,9795350
Pfizer/BioNTech,Switzerland,2022-05-18,5840182
Johnson&Johnson,Switzerland,2022-05-19,60827
Moderna,Switzerland,2022-05-19,9795883
Pfizer/BioNTech,Switzerland,2022-05-19,5840786
Johnson&Johnson,Switzerland,2022-05-20,60839
Moderna,Switzerland,2022-05-20,9796758
Pfizer/BioNTech,Switzerland,2022-05-20,5841709
Johnson&Johnson,Switzerland,2022-05-21,60844
Moderna,Switzerland,2022-05-21,9797089
Pfizer/BioNTech,Switzerland,2022-05-21,5842339
Johnson&Johnson,Switzerland,2022-05-23,60854
Moderna,Switzerland,2022-05-23,9797613
Pfizer/BioNTech,Switzerland,2022-05-23,5843088
Johnson&Johnson,Switzerland,2022-05-24,60866
Moderna,Switzerland,2022-05-24,9798366
Pfizer/BioNTech,Switzerland,2022-05-24,5843783
Johnson&Johnson,Switzerland,2022-05-25,60901
Moderna,Switzerland,2022-05-25,9799329
Pfizer/BioNTech,Switzerland,2022-05-25,5845559
Johnson&Johnson,Switzerland,2022-05-26,60902
Moderna,Switzerland,2022-05-26,9799390
Pfizer/BioNTech,Switzerland,2022-05-26,5845615
Johnson&Johnson,Switzerland,2022-05-27,60908
Moderna,Switzerland,2022-05-27,9800105
Pfizer/BioNTech,Switzerland,2022-05-27,5846411
Johnson&Johnson,Switzerland,2022-05-28,60911
Moderna,Switzerland,2022-05-28,9800291
Pfizer/BioNTech,Switzerland,2022-05-28,5846834
Johnson&Johnson,Switzerland,2022-05-30,60919
Moderna,Switzerland,2022-05-30,9800815
Pfizer/BioNTech,Switzerland,2022-05-30,5847529
Johnson&Johnson,Switzerland,2022-05-31,60930
